candidate_group,covered_gap_ids,spatial_gap_ids,covered_sorties,service_start_s,service_end_s,preparation_start_s,longitude,latitude,ground_dsm_m,hover_altitude_m,agl_m,energy_kwh,return_soc_percent,return_o01_s,outbound_flight_s,return_flight_s
1,"[5, 6]","[5, 6, 10]","Q23-010,Q23-011",2382.7668062278276,3300.2626284269522,1957.0533595744937,109.2351486,23.0304154,180.49920654296875,330.49920654296875,150.0,0.4129689957730274,87.09471888209289,3532.876008958867,215.71344665333396,232.6133805319147
1,"[5, 6]","[5, 6, 10]","Q23-010,Q23-011",2382.7668062278276,3300.2626284269522,1953.404874705821,109.2352558,23.0306547,187.58859252929688,337.5885925292969,150.0,0.4147979612941032,87.03756370955928,3537.115275993067,219.3619315220066,236.85264756611468
1,"[5, 6]","[5, 6, 10]","Q23-010,Q23-011",2382.7668062278276,3300.2626284269522,1950.154214546068,109.239009,23.0329048,199.54653930664062,249.54653930664062,50.0,0.42212762433697293,86.8085117394696,3533.029098384265,222.61259168175945,232.76646995731284
1,"[6, 7]","[5, 6, 7, 9, 11, 12, 13, 15]","Q23-010,Q23-019",2758.2493042386855,3648.011464632965,2219.84459424236,109.2077265,23.0267207,360.7129211425781,610.7129211425781,250.0,0.4566496296360125,85.72969907387461,4016.6672513911717,328.4047099963256,368.6557867582071
1,"[12, 13]","[7, 9, 11, 12, 13, 15]","Q23-006,Q23-025",5491.5869501896605,6420.835438328151,4987.597913396859,109.2046626,23.0236733,409.2453918457031,459.2453918457031,50.0,0.45745276670857205,85.70460104035713,6742.453257774761,293.9890367928013,321.61781944660993
1,"[12, 13]","[7, 9, 11, 12, 13, 15]","Q23-006,Q23-025",5491.5869501896605,6420.835438328151,4979.844054532282,109.2064541,23.0244748,367.6875305175781,517.6875305175781,150.0,0.4582682383331622,85.67911755208868,6755.077294861995,301.7428956573787,334.24185653384353
1,"[12, 13]","[7, 9, 11, 12, 13, 15]","Q23-006,Q23-025",5491.5869501896605,6420.835438328151,4976.218385249899,109.207957,23.0253628,299.08355712890625,549.0835571289062,250.0,0.4583614345743592,85.67620516955128,6761.319299695321,305.36856493976086,340.4838613671697
1,"[6, 7]","[5, 6, 7, 9, 11, 12, 13, 15]","Q23-010,Q23-019",2758.2493042386855,3648.011464632965,2209.006408581307,109.2064541,23.0244748,367.6875305175781,667.6875305175781,300.0,0.45953956151085684,85.63938870278572,4032.2533211668083,339.24289565737865,384.24185653384353
1,"[12, 13]","[7, 9, 11, 12, 13, 15]","Q23-006,Q23-025",5491.5869501896605,6420.835438328151,4977.2348208254,109.2059573,23.0250035,357.976806640625,507.976806640625,150.0,0.4606228808684318,85.6055349728615,6756.87730157913,304.3521293642606,336.0418632509793
1,"[6, 7]","[5, 6, 7, 9, 11, 12, 13, 15]","Q23-010,Q23-019",2758.2493042386855,3648.011464632965,2207.34459424236,109.2077265,23.0267207,360.7129211425781,660.7129211425781,300.0,0.46109515963215447,85.59077626149517,4033.3339180578387,340.90470999632555,385.32245342487374
1,"[7, 9]","[7, 9, 11, 13]","Q23-019,Q23-022",3012.5931509762395,4087.3751389959266,2507.930751289434,109.2052772,23.0217582,355.4136047363281,505.4136047363281,150.0,0.49908229413443644,84.40367830829886,4413.51367241076,294.66239968680577,326.1385334148331
1,"[7, 9]","[7, 9, 11, 13]","Q23-019,Q23-022",3012.5931509762395,4087.3751389959266,2511.3368303673074,109.207314,23.0256922,322.8233947753906,472.8233947753906,150.0,0.4992139536953176,84.39956394702133,4407.3917425028085,291.2563206089323,320.0166035068815
1,"[7, 9]","[7, 9, 11, 13]","Q23-019,Q23-022",3012.5931509762395,4087.3751389959266,2496.4344799909745,109.2040481,23.0155884,341.2814025878906,591.2814025878906,250.0,0.5003466960615296,84.3641657480772,4432.165593530182,306.15867098526485,344.7904545342558
